Heating,Cooling,Interior Lighting,Exterior Lighting,Interior Equipment,Exterior Equipment,Fans,,Pumps,Heat Rejection,Humidification,Heat Recovery,Water Systems,Refrigeration,Generators,Elevator,Ventilation (simple),Water Heater
"""#ff0000""",#3366ff,"""#fdfe02""",#fdf498,#adff00,#74d600,#99ccff,#bbeeff,#77aaff,#5588ff,#cb2424,#fe5757,#ffbf00,#ffdc73,#c0c5ce,#adff00,#bae1ff,#ffb3ba
